,id,types,rarity,skin,total_traits,traits,total_hidden_traits,hidden_traits
153,7595,Male,6474,Light,3,"Eye Patch,Frumpy Hair,Luxurious Beard",0,
154,7596,Male,2525,Light,2,"3D Glasses,Clown Hair Green",0,
155,7597,Male,7643,Dark,3,"Cap,Muttonchops,Nerd Glasses",0,
156,7598,Male,9935,Mid,2,"Bandana,Horned Rim Glasses",0,
157,7599,Male,9531,Albino,3,"Big Shades,Earring,Wild Hair",0,
158,7600,Male,3130,Light,3,"Frown,Purple Hair,Regular Shades",0,
159,7601,Female,225,Dark,2,"Clown Eyes Blue,Tiara",0,
160,7602,Male,1000,Mid,5,"Frown,Luxurious Beard,Peak Spike,Rosy Cheeks,Vape",1,Frown
161,7603,Female,6411,Mid,2,"3D Glasses,Crazy Hair",0,
162,7604,Female,9709,Dark,2,"Messy Hair,Purple Lipstick",0,
163,7605,Male,3864,Mid,2,"Clown Eyes Blue,Fedora",0,
164,7606,Female,1574,Light,4,"Classic Shades,Pipe,Purple Lipstick,Wild Blonde",0,
165,7607,Male,385,Mid,2,"Buck Teeth,Knitted Cap",0,
166,7608,Male,6038,Dark,2,"Front Beard,Mohawk Dark",0,
167,7609,Male,8893,Mid,3,"Big Shades,Earring,Knitted Cap",0,
168,7610,Female,8386,Mid,3,"Clown Eyes Green,Hot Lipstick,Mohawk",0,
169,7611,Male,1850,Mid,3,"Big Beard,Cigarette,Mohawk",0,
170,7612,Male,2427,Mid,2,"Earring,Vampire Hair",0,
171,7613,Male,3158,Light,3,"3D Glasses,Goat,Purple Hair",0,
172,7614,Male,5556,Mid,3,"Handlebars,Horned Rim Glasses,Mohawk Dark",0,
173,7615,Female,2768,Light,2,"Eye Mask,Straight Hair",0,
174,7616,Male,4676,Mid,2,"Cap Forward,Eye Mask",0,
175,7617,Female,8728,Light,2,"Classic Shades,Crazy Hair",0,
176,7618,Male,894,Dark,5,"Earring,Luxurious Beard,Spots,Vape,Wild Hair",0,
177,7619,Male,9346,Albino,2,"Eye Patch,Frumpy Hair",0,
178,7620,Male,5875,Light,3,"Cap,Vape,VR",0,
179,7621,Male,6478,Mid,3,"Big Shades,Frumpy Hair,Luxurious Beard",0,
180,7622,Female,886,Albino,4,"Black Lipstick,Dark Hair,Green Eye Shadow,Spots",0,
181,7623,Female,3367,Mid,5,"Black Lipstick,Cigarette,Earring,Mohawk Dark,Nerd Glasses",0,
182,7624,Male,879,Light,2,"Spots,Vampire Hair",0,
183,7625,Male,9124,Light,4,"Big Shades,Mohawk Thin,Mole,Shadow Beard",0,
184,7626,Female,5336,Dark,4,"Earring,Mohawk Thin,Purple Eye Shadow,Vape",0,
185,7627,Male,9134,Mid,4,"Cigarette,Earring,Mohawk,Shadow Beard",0,
186,7628,Male,7737,Dark,3,"Horned Rim Glasses,Messy Hair,Muttonchops",0,
187,7629,Male,814,Mid,4,"Earring,Goat,Regular Shades,Top Hat",0,
188,7630,Male,801,Light,4,"Mole,Mustache,Nerd Glasses,Top Hat",0,
189,7631,Female,9842,Light,4,"Cigarette,Earring,Purple Lipstick,Stringy Hair",0,
190,7632,Male,8755,Albino,2,"Big Shades,Crazy Hair",0,
191,7633,Male,8137,Dark,2,"Cap,Clown Eyes Blue",0,
192,7634,Male,3784,Mid,4,"Big Shades,Earring,Fedora,Front Beard",0,
193,7635,Male,8395,Light,2,"Clown Eyes Green,Mohawk",0,
194,7636,Male,7892,Mid,2,"Frumpy Hair,Pipe",0,
195,7637,Female,1313,Light,3,"Hot Lipstick,Nerd Glasses,Wild White Hair",0,
196,7638,Male,6723,Light,3,"Bandana,Horned Rim Glasses,Mustache",0,
197,7639,Female,5823,Light,3,"Bandana,Black Lipstick,Green Eye Shadow",0,
198,7640,Male,2928,Light,2,"Peak Spike,Silver Chain",0,
199,7641,Male,4891,Mid,2,"Hoodie,Normal Beard",0,
200,7642,Male,9682,Mid,2,"Messy Hair,Nerd Glasses",0,
201,7643,Female,2550,Light,3,"Purple Lipstick,Straight Hair Dark,VR",0,
202,7644,Male,4623,Mid,3,"Cap Forward,Chinstrap,Nerd Glasses",0,
203,7645,Female,1613,Light,4,"Clown Eyes Blue,Mole,Purple Lipstick,Wild Blonde",0,
204,7646,Male,2049,Dark,3,"Classic Shades,Front Beard,Vampire Hair",0,
205,7647,Male,4132,Dark,2,"Clown Nose,Do-rag",0,
206,7648,Female,863,Light,3,"Blonde Short,Cigarette,Spots",0,
207,7649,Female,572,Mid,4,"Earring,Pigtails,Purple Eye Shadow,Purple Lipstick",0,
208,7650,Female,9322,Light,2,"Cigarette,Mohawk Thin",0,
209,7651,Male,2532,Light,3,"Clown Hair Green,Nerd Glasses,Normal Beard Black",0,
210,7652,Female,1672,Light,2,"Big Shades,Straight Hair Blonde",0,
211,7653,Male,2076,Light,2,"Luxurious Beard,Vampire Hair",0,
212,7654,Female,583,Mid,3,"Green Eye Shadow,Pigtails,Purple Lipstick",0,
213,7655,Male,8299,Dark,3,"Mole,Small Shades,Wild Hair",0,
214,7656,Male,59,Light,2,"Beanie,Handlebars",0,
215,7657,Male,8667,Dark,4,"Cigarette,Earring,Headband,Nerd Glasses",0,
216,7658,Male,2909,Light,4,"Earring,Goat,Headband,Silver Chain",0,
217,7659,Female,3645,Light,3,"Black Lipstick,Pipe,Tassle Hat",0,
218,7660,Zombie,493,Zombie,2,"Do-rag,Smile",0,
219,7661,Female,2715,Light,5,"Blue Eye Shadow,Hot Lipstick,Mole,Straight Hair,Vape",0,
220,7662,Female,9968,Albino,2,"Bandana,Purple Lipstick",0,
221,7663,Female,680,Dark,4,"Earring,Green Eye Shadow,Pink With Hat,Purple Lipstick",1,Earring
222,7664,Female,3615,Albino,3,"Black Lipstick,Green Eye Shadow,Tassle Hat",0,
223,7665,Male,793,Light,4,"Earring,Luxurious Beard,Small Shades,Top Hat",0,
224,7666,Male,4014,Light,3,"Police Cap,Shadow Beard,VR",0,
225,7667,Male,4260,Light,4,"Earring,Mohawk Dark,Mustache,Smile",0,
226,7668,Male,7085,Albino,2,"Do-rag,Eye Mask",0,
227,7669,Male,3459,Mid,2,"Frumpy Hair,Gold Chain",0,
228,7670,Female,456,Light,3,"Earring,Mohawk Thin,Welding Goggles",0,
229,7671,Male,999,Dark,5,"Horned Rim Glasses,Medical Mask,Normal Beard Black,Peak Spike,Rosy Cheeks",0,
230,7672,Male,7353,Light,3,"Goat,Regular Shades,Stringy Hair",0,
231,7673,Male,7566,Albino,3,"Earring,Nerd Glasses,Shaved Head",0,
232,7674,Male,4878,Light,4,"Hoodie,Nerd Glasses,Normal Beard,Pipe",0,
233,7675,Male,7700,Light,3,"Earring,Mohawk Dark,Muttonchops",0,
234,7676,Female,4497,Albino,1,Clown Eyes Blue,0,
235,7677,Male,3496,Albino,2,"Hoodie,Medical Mask",0,
236,7678,Female,9268,Albino,2,"Mohawk,Mole",0,
237,7679,Male,3483,Albino,4,"Chinstrap,Classic Shades,Medical Mask,Police Cap",0,
238,7680,Male,6946,Dark,3,"Mohawk Dark,Normal Beard,VR",0,
239,7681,Male,9234,Dark,2,"Mohawk,Nerd Glasses",0,
240,7682,Female,8816,Light,4,"Cigarette,Crazy Hair,Earring,Hot Lipstick",0,
241,7683,Male,3503,Light,3,"Crazy Hair,Handlebars,Medical Mask",1,Handlebars
242,7684,Male,8629,Dark,3,"Headband,Nerd Glasses,Shadow Beard",0,
243,7685,Male,5460,Mid,3,"3D Glasses,Handlebars,Messy Hair",0,
244,7686,Male,1386,Dark,3,"Big Shades,Cowboy Hat,Luxurious Beard",0,
245,7687,Male,4685,Dark,2,"Cap Forward,Goat",0,
246,7688,Male,4295,Dark,3,"Frumpy Hair,Muttonchops,Smile",0,
247,7689,Female,3538,Mid,4,"Cap,Horned Rim Glasses,Medical Mask,Purple Lipstick",1,Lipstick
248,7690,Male,6542,Albino,2,"Luxurious Beard,Stringy Hair",0,
249,7691,Male,3990,Light,3,"Normal Beard,Police Cap,Small Shades",0,
250,7692,Male,5195,Dark,4,"Eye Patch,Frown,Headband,Luxurious Beard",1,Frown
251,7693,Female,9153,Dark,3,"Hot Lipstick,Mohawk,Regular Shades",0,
252,7694,Female,628,Mid,3,"Hot Lipstick,Nerd Glasses,Pigtails",0,
253,7695,Female,1911,Mid,3,"3D Glasses,Blonde Bob,Medical Mask",0,
254,7696,Male,7769,Light,3,"Bandana,Muttonchops,Nerd Glasses",0,
255,7697,Male,3179,Light,4,"Cigarette,Nerd Glasses,Normal Beard Black,Purple Hair",0,
256,7698,Female,415,Light,3,"Earring,Welding Goggles,Wild Blonde",0,
257,7699,Male,3177,Mid,3,"Classic Shades,Normal Beard Black,Purple Hair",0,
258,7700,Female,1680,Mid,4,"Earring,Hot Lipstick,Nerd Glasses,Wild Blonde",0,
259,7701,Female,2506,Mid,3,"Clown Eyes Green,Straight Hair Dark,Vape",0,
260,7702,Male,6657,Dark,3,"Eye Patch,Mohawk Dark,Mustache",0,
261,7703,Female,2182,Dark,3,"Blonde Bob,Clown Eyes Green,Purple Lipstick",0,
262,7704,Male,5047,Mid,3,"Cigarette,Front Beard Dark,Peak Spike",0,
263,7705,Male,6251,Mid,3,"Bandana,Chinstrap,Eye Patch",0,
264,7706,Male,7172,Light,2,"Eye Mask,Frumpy Hair",0,
265,7707,Female,285,Light,2,"Clown Eyes Green,Orange Side",0,
266,7708,Male,7681,Dark,4,"Cigarette,Crazy Hair,Eye Patch,Muttonchops",0,
267,7709,Male,2950,Dark,4,"Earring,Mohawk Thin,Mole,Silver Chain",0,
268,7710,Female,1942,Light,4,"Earring,Half Shaved,Purple Eye Shadow,Purple Lipstick",1,Earring
269,7711,Male,5314,Dark,2,"Frown,Frumpy Hair",0,
270,7712,Male,1417,Light,2,"Cowboy Hat,Goat",0,
271,7713,Male,5854,Dark,4,"Big Shades,Goat,Mohawk,Vape",0,
272,7714,Female,5441,Light,4,"Bandana,Black Lipstick,Earring,Purple Eye Shadow",0,
273,7715,Female,1292,Mid,3,"Classic Shades,Hot Lipstick,Wild White Hair",0,
274,7716,Male,5187,Light,4,"Chinstrap,Earring,Frown,Headband",0,
275,7717,Male,5123,Light,3,"Cigarette,Front Beard Dark,Mohawk",0,
276,7718,Male,6679,Light,3,"Horned Rim Glasses,Mohawk Thin,Mustache",0,
277,7719,Female,3663,Light,3,"Cigarette,Clown Eyes Green,Tassle Hat",0,
278,7720,Female,2035,Light,3,"Black Lipstick,Half Shaved,Vape",0,
279,7721,Male,7099,Light,4,"Earring,Eye Mask,Knitted Cap,Muttonchops",0,
280,7722,Male,6272,Albino,3,"3D Glasses,Luxurious Beard,Peak Spike",0,
281,7723,Male,4008,Light,3,"Earring,Muttonchops,Police Cap",0,
282,7724,Male,8888,Albino,2,"Big Shades,Knitted Cap",0,
283,7725,Male,2080,Light,4,"Earring,Horned Rim Glasses,Mustache,Vampire Hair",0,
284,7726,Male,4634,Albino,2,"3D Glasses,Cap Forward",0,
285,7727,Female,1904,Mid,3,"Black Lipstick,Gold Chain,Red Mohawk",0,
286,7728,Male,376,Mid,3,"Buck Teeth,Headband,Small Shades",0,
287,7729,Male,7684,Albino,3,"Crazy Hair,Earring,Muttonchops",0,
288,7730,Male,4166,Dark,2,"Clown Nose,Mohawk Dark",0,
289,7731,Female,2949,Albino,3,"Black Lipstick,Mohawk Thin,Silver Chain",0,
290,7732,Male,4829,Light,3,"3D Glasses,Chinstrap,Hoodie",0,
291,7733,Female,9861,Light,3,"Cigarette,Earring,Stringy Hair",0,
292,7734,Female,2284,Dark,3,"Blonde Bob,Horned Rim Glasses,Mole",0,
293,7735,Female,8812,Dark,2,"Crazy Hair,Purple Lipstick",0,
294,7736,Female,4409,Dark,1,Green Eye Shadow,0,
295,7737,Male,7016,Dark,3,"Horned Rim Glasses,Mohawk,Normal Beard",0,
296,7738,Male,3911,Mid,3,"Police Cap,Regular Shades,Smile",0,
297,7739,Male,3436,Mid,4,"Cigarette,Earring,Gold Chain,Headband",0,
298,7740,Male,5206,Mid,4,"Eye Mask,Frown,Messy Hair,Normal Beard",1,Frown
299,7741,Male,4567,Light,2,"Horned Rim Glasses,Mole",0,
300,7742,Male,4680,Mid,3,"Cap Forward,Goat,Small Shades",0,
301,7743,Male,2268,Albino,3,"Cigarette,Regular Shades,Vampire Hair",0,
302,7744,Male,4475,Light,2,"Earring,Muttonchops",0,
303,7745,Male,8297,Light,3,"Shadow Beard,Small Shades,Wild Hair",0,
304,7746,Male,1439,Light,2,"Clown Eyes Blue,Cowboy Hat",0,
305,7747,Male,7059,Dark,3,"Eye Patch,Messy Hair,Normal Beard",0,
306,7748,Male,4838,Dark,3,"Hoodie,Luxurious Beard,Pipe",0,
307,7749,Female,3579,Dark,2,"Medical Mask,Stringy Hair",0,
308,7750,Female,8723,Dark,3,"Classic Shades,Crazy Hair,Earring",0,
309,7751,Female,1149,Light,3,"Blonde Short,Clown Eyes Blue,Hot Lipstick",0,
310,7752,Female,2988,Light,2,"Dark Hair,Purple Eye Shadow",0,
311,7753,Male,3185,Mid,4,"Earring,Normal Beard,Purple Hair,VR",1,Earring
312,7754,Male,6229,Dark,2,"Chinstrap,Frumpy Hair",0,
313,7755,Male,7762,Dark,2,"Muttonchops,Stringy Hair",0,
314,7756,Zombie,527,Zombie,3,"Do-rag,Horned Rim Glasses,Shadow Beard",0,
315,7757,Male,2612,Light,2,"Clown Hair Green,Shadow Beard",0,
316,7758,Female,2226,Dark,3,"Blonde Bob,Eye Patch,Mole",0,
317,7759,Male,4463,Mid,2,"Classic Shades,Goat",0,
318,7760,Female,1262,Light,2,"Eye Mask,Wild White Hair",0,
319,7761,Female,3551,Mid,2,"Crazy Hair,Medical Mask",0,
320,7762,Male,5515,Mid,3,"Cap,Handlebars,Nerd Glasses",0,
321,7763,Female,986,Dark,4,"Big Shades,Purple Lipstick,Red Mohawk,Rosy Cheeks",0,
322,7764,Male,9570,Dark,2,"Mole,Wild Hair",0,
323,7765,Male,4362,Mid,4,"Earring,Horned Rim Glasses,Smile,Wild Hair",0,
324,7766,Male,3815,Dark,3,"Earring,Fedora,Normal Beard Black",0,
325,7767,Female,701,Light,2,"Clown Eyes Green,Pink With Hat",0,
326,7768,Female,2368,Light,2,"Mole,Red Mohawk",0,
327,7769,Male,4482,Mid,2,"Mole,Pipe",0,
328,7770,Male,1037,Light,4,"Horned Rim Glasses,Knitted Cap,Mustache,Rosy Cheeks",0,
329,7771,Male,5252,Dark,3,"Frown,Frumpy Hair,Pipe",0,
330,7772,Male,5311,Light,3,"Frown,Frumpy Hair,Regular Shades",0,
331,7773,Male,4190,Light,3,"Clown Nose,Regular Shades,Wild Hair",0,
332,7774,Male,7743,Light,3,"Earring,Messy Hair,Muttonchops",0,
333,7775,Male,1418,Mid,4,"Classic Shades,Cowboy Hat,Earring,Muttonchops",0,
334,7776,Male,3782,Light,2,"Fedora,Vape",0,
335,7777,Female,1184,Albino,3,"Black Lipstick,Blonde Short,Mole",0,
336,7778,Female,3545,Light,4,"Clown Eyes Blue,Medical Mask,Mohawk Thin,Purple Lipstick",1,Lipstick
337,7779,Male,4863,Dark,2,"Hoodie,Mustache",0,
338,7780,Male,5038,Light,2,"Front Beard Dark,Shaved Head",0,
339,7781,Male,9365,Mid,3,"Frumpy Hair,Horned Rim Glasses,Shadow Beard",0,
340,7782,Male,7864,Dark,3,"Earring,Mohawk Dark,Pipe",0,
341,7783,Male,2917,Dark,3,"Earring,Shaved Head,Silver Chain",0,
342,7784,Male,4369,Mid,3,"Cigarette,Messy Hair,Smile",0,
343,7785,Male,3349,Mid,5,"Cigarette,Earring,Headband,Nerd Glasses,Normal Beard Black",0,
344,7786,Female,5715,Albino,3,"Bandana,Blue Eye Shadow,Purple Lipstick",0,
345,7787,Male,3754,Dark,3,"Fedora,Nerd Glasses,Smile",0,
346,7788,Male,6070,Light,4,"Classic Shades,Earring,Front Beard,Wild Hair",0,
347,7789,Male,919,Dark,4,"Do-rag,Regular Shades,Spots,Vape",0,
348,7790,Male,6076,Mid,3,"Earring,Front Beard,Wild Hair",0,
349,7791,Female,2358,Dark,3,"Half Shaved,Hot Lipstick,Mole",0,
350,7792,Female,1115,Mid,3,"Blonde Short,Blue Eye Shadow,Cigarette",0,
351,7793,Female,1606,Light,2,"Clown Eyes Green,Straight Hair Blonde",0,
352,7794,Female,8213,Dark,4,"Cap,Cigarette,Earring,Mole",0,
353,7795,Male,3984,Mid,3,"Earring,Normal Beard Black,Police Cap",0,
354,7796,Male,8717,Light,3,"Classic Shades,Crazy Hair,Shadow Beard",0,
355,7797,Male,6379,Dark,3,"Clown Eyes Green,Knitted Cap,Luxurious Beard",0,
356,7798,Female,3600,Mid,3,"Blue Eye Shadow,Pipe,Tassle Hat",0,
357,7799,Male,3146,Light,3,"Cigarette,Front Beard,Purple Hair",0,
358,7800,Male,2905,Mid,4,"Earring,Normal Beard,Shaved Head,Silver Chain",0,
359,7801,Female,9660,Dark,2,"Horned Rim Glasses,Messy Hair",0,
360,7802,Female,1637,Mid,3,"Classic Shades,Hot Lipstick,Straight Hair Blonde",0,
361,7803,Female,5667,Mid,3,"Blue Eye Shadow,Earring,Mohawk",0,
362,7804,Alien,12,Alien,3,"Cap Forward,Pipe,Small Shades",0,
363,7805,Female,1315,Dark,3,"Black Lipstick,Mole,Wild White Hair",0,
364,7806,Male,6934,Mid,4,"Cigarette,Horned Rim Glasses,Normal Beard,Peak Spike",0,
365,7807,Male,4161,Mid,3,"Clown Nose,Horned Rim Glasses,Mohawk Dark",0,
366,7808,Male,7697,Dark,3,"Cigarette,Mohawk Dark,Muttonchops",0,
367,7809,Male,4722,Dark,2,"Cap Forward,Clown Eyes Blue",0,
368,7810,Female,9313,Light,3,"Cigarette,Earring,Mohawk Thin",0,
369,7811,Female,1707,Mid,2,"Mole,Straight Hair Blonde",0,
370,7812,Male,6069,Mid,3,"Eye Patch,Front Beard,Wild Hair",0,
371,7813,Female,4476,Dark,1,Pipe,0,
372,7814,Female,2123,Albino,3,"Blonde Bob,Pipe,VR",0,
373,7815,Male,4738,Light,3,"Big Shades,Cap Forward,Shadow Beard",0,
374,7816,Male,7809,Mid,2,"Big Shades,Peak Spike",0,
375,7817,Male,2130,Mid,3,"Nerd Glasses,Pipe,Vampire Hair",0,
376,7818,Male,6197,Mid,2,"Chinstrap,Crazy Hair",0,
377,7819,Male,3889,Light,3,"Earring,Fedora,Regular Shades",0,
378,7820,Male,6766,Dark,3,"Mohawk,Normal Beard Black,VR",0,
379,7821,Female,8656,Light,3,"Earring,Headband,Horned Rim Glasses",0,
380,7822,Male,5466,Mid,4,"Cigarette,Eye Patch,Handlebars,Shaved Head",0,
381,7823,Female,9914,Mid,3,"Bandana,Big Shades,Purple Lipstick",0,
382,7824,Male,4438,Dark,2,"Mustache,Regular Shades",0,
383,7825,Female,7967,Light,3,"Earring,Mohawk Thin,VR",1,Earring
384,7826,Female,9198,Dark,2,"Big Shades,Mohawk Thin",0,
385,7827,Female,8439,Light,3,"Black Lipstick,Clown Eyes Green,Stringy Hair",0,
386,7828,Male,799,Light,4,"Classic Shades,Earring,Mustache,Top Hat",0,
387,7829,Female,4106,Light,3,"Blue Eye Shadow,Clown Nose,Messy Hair",0,
388,7830,Female,9005,Dark,2,"Big Shades,Mohawk Dark",0,
389,7831,Male,3211,Albino,3,"Earring,Purple Hair,VR",1,Earring
390,7832,Female,129,Dark,3,"Big Shades,Choker,Headband",0,
391,7833,Male,5961,Light,3,"Eye Mask,Front Beard,Frumpy Hair",0,
392,7834,Female,8374,Dark,3,"Black Lipstick,Clown Eyes Green,Mohawk Thin",0,
393,7835,Male,4236,Dark,3,"Handlebars,Mohawk,Smile",1,Smile
394,7836,Female,7914,Mid,3,"Black Lipstick,Pipe,Stringy Hair",0,
395,7837,Male,5523,Dark,3,"Frumpy Hair,Handlebars,Small Shades",0,
396,7838,Male,5108,Light,3,"Big Shades,Front Beard Dark,Mohawk Dark",0,
397,7839,Male,3850,Dark,4,"Earring,Fedora,Mole,VR",0,
398,7840,Female,5778,Albino,2,"Green Eye Shadow,Mohawk",0,
399,7841,Female,8487,Light,2,"Clown Eyes Blue,Crazy Hair",0,
400,7842,Male,9964,Dark,2,"Bandana,Mole",0,
401,7843,Male,4083,Dark,3,"Cap Forward,Clown Nose,Front Beard",0,
402,7844,Male,4825,Light,4,"Classic Shades,Earring,Front Beard,Hoodie",1,Earring
403,7845,Male,6515,Albino,3,"Classic Shades,Luxurious Beard,Messy Hair",0,
404,7846,Male,67,Light,2,"3D Glasses,Beanie",0,
405,7847,Male,6015,Mid,3,"Earring,Front Beard,Headband",0,
406,7848,Male,2530,Light,3,"Clown Hair Green,Earring,Mustache",0,
407,7849,Female,2141,Mid,2,"Half Shaved,Pipe",0,
408,7850,Female,2651,Dark,2,"Clown Hair Green,Nerd Glasses",0,
409,7851,Male,1368,Mid,3,"Cowboy Hat,Regular Shades,Vape",0,
410,7852,Female,8020,Mid,3,"Bandana,Earring,VR",1,Earring
411,7853,Female,2744,Light,3,"Blue Eye Shadow,Purple Lipstick,Straight Hair",0,
412,7854,Male,1816,Light,3,"Big Beard,Cap,Nerd Glasses",0,
413,7855,Female,8672,Mid,3,"Earring,Headband,Nerd Glasses",0,
414,7856,Female,1928,Light,2,"Clown Nose,Red Mohawk",0,
415,7857,Female,9106,Dark,3,"Classic Shades,Earring,Mohawk",0,
416,7858,Male,4537,Mid,1,Cigarette,0,
417,7859,Female,9183,Albino,3,"Cigarette,Horned Rim Glasses,Mohawk",0,
418,7860,Female,120,Mid,3,"Choker,Cigarette,Straight Hair",0,
419,7861,Male,1829,Mid,4,"Big Beard,Cigarette,Earring,Headband",0,
420,7862,Female,1030,Mid,4,"Frumpy Hair,Purple Lipstick,Rosy Cheeks,Vape",0,
421,7863,Male,4683,Albino,2,"Cap Forward,Goat",0,
422,7864,Male,7325,Light,4,"Big Shades,Cigarette,Frumpy Hair,Goat",0,
423,7865,Male,6296,Albino,3,"Eye Mask,Luxurious Beard,Messy Hair",0,
424,7866,Female,1893,Mid,5,"Blue Eye Shadow,Cigarette,Earring,Hot Lipstick,Red Mohawk",0,
425,7867,Male,6467,Light,2,"3D Glasses,Mohawk Thin",0,
426,7868,Male,3497,Light,2,"Hoodie,Medical Mask",0,
427,7869,Male,3583,Dark,3,"Bandana,Earring,Medical Mask",0,
428,7870,Male,6208,Dark,3,"Chinstrap,Mohawk Dark,Nerd Glasses",0,
429,7871,Male,6765,Light,3,"Cap,Normal Beard Black,VR",0,
430,7872,Female,5684,Albino,3,"Blue Eye Shadow,Purple Lipstick,Wild Hair",0,
431,7873,Male,4143,Dark,3,"Cap,Clown Nose,Mole",0,
432,7874,Female,9386,Dark,3,"Black Lipstick,Frumpy Hair,Horned Rim Glasses",0,
433,7875,Female,1530,Albino,2,"Blue Eye Shadow,Straight Hair Blonde",0,
434,7876,Female,8384,Light,3,"Clown Eyes Green,Hot Lipstick,Mohawk",0,
435,7877,Female,2677,Albino,3,"Cigarette,Purple Lipstick,Straight Hair Dark",0,
436,7878,Male,7657,Mid,4,"Bandana,Cigarette,Muttonchops,Small Shades",0,
437,7879,Male,2060,Light,2,"Chinstrap,Vampire Hair",0,
438,7880,Male,1367,Mid,3,"Cowboy Hat,Mustache,Vape",0,
439,7881,Male,2897,Mid,4,"Luxurious Beard,Mohawk Thin,Pipe,Silver Chain",0,
440,7882,Female,3506,Light,4,"Blue Eye Shadow,Crazy Hair,Earring,Medical Mask",0,
441,7883,Male,9465,Albino,2,"Earring,Frumpy Hair",0,
442,7884,Male,926,Albino,4,"Classic Shades,Luxurious Beard,Messy Hair,Spots",0,
443,7885,Male,7742,Dark,3,"Earring,Messy Hair,Muttonchops",0,
444,7886,Male,3481,Light,3,"Fedora,Medical Mask,Small Shades",0,
445,7887,Female,3632,Albino,3,"Earring,Tassle Hat,Vape",1,Earring
446,7888,Female,633,Light,3,"Black Lipstick,Earring,Pigtails",0,
447,7889,Female,1074,Light,3,"Earring,Mohawk,Rosy Cheeks",0,
448,7890,Male,1935,Dark,2,"Frown,Vampire Hair",0,
449,7891,Female,3540,Light,3,"Cap,Earring,Medical Mask",0,
450,7892,Male,1355,Light,2,"Cowboy Hat,Smile",0,
451,7893,Male,7223,Dark,2,"Goat,Shaved Head",0,
452,7894,Female,8475,Dark,3,"Clown Eyes Blue,Earring,Headband",0,
453,7895,Male,1463,Mid,2,"Cowboy Hat,Horned Rim Glasses",0,
454,7896,Male,7895,Light,4,"Earring,Horned Rim Glasses,Pipe,Wild Hair",0,
455,7897,Female,2206,Dark,3,"Clown Eyes Blue,Hot Lipstick,Red Mohawk",0,
456,7898,Female,252,Light,4,"Earring,Hot Lipstick,Orange Side,Welding Goggles",1,Earring
457,7899,Female,8676,Mid,2,"Headband,Nerd Glasses",0,
458,7900,Female,2581,Light,3,"Clown Eyes Blue,Hot Lipstick,Straight Hair Dark",0,
459,7901,Male,775,Mid,3,"3D Glasses,Handlebars,Top Hat",0,
460,7902,Male,7862,Dark,4,"Horned Rim Glasses,Mohawk Dark,Pipe,Shadow Beard",0,
461,7903,Female,2292,Light,3,"Big Shades,Hot Lipstick,Red Mohawk",0,
462,7904,Female,8481,Mid,4,"Clown Eyes Blue,Crazy Hair,Earring,Hot Lipstick",0,
463,7905,Male,6890,Albino,3,"Earring,Normal Beard Black,Stringy Hair",0,
464,7906,Female,8458,Mid,3,"Bandana,Clown Eyes Green,Purple Lipstick",0,
465,7907,Female,2212,Albino,2,"Clown Eyes Blue,Red Mohawk",0,
466,7908,Male,6928,Light,3,"Clown Eyes Blue,Normal Beard,Peak Spike",0,
467,7909,Male,3919,Dark,3,"Front Beard Dark,Horned Rim Glasses,Police Cap",0,
468,7910,Male,3113,Mid,2,"Gold Chain,Purple Hair",0,
469,7911,Male,6656,Mid,2,"Knitted Cap,Mustache",0,
470,7912,Male,6825,Light,4,"Earring,Horned Rim Glasses,Mohawk Dark,Normal Beard Black",0,
471,7913,Male,6168,Mid,2,"Cap,Chinstrap",0,
472,7914,Zombie,520,Zombie,2,"Knitted Cap,Normal Beard Black",0,
473,7915,Female,2756,Albino,3,"Earring,Green Eye Shadow,Straight Hair",1,Earring
474,7916,Female,9603,Mid,2,"Eye Patch,Messy Hair",0,
475,7917,Male,3120,Dark,4,"Cigarette,Earring,Purple Hair,Smile",1,Earring
476,7918,Male,5284,Dark,3,"Big Shades,Frown,Knitted Cap",0,
477,7919,Female,7879,Dark,2,"Mohawk Thin,Pipe",0,
478,7920,Female,21,Mid,6,"Cigarette,Clown Nose,Crazy Hair,Hot Lipstick,Rosy Cheeks,VR",0,
479,7921,Male,5504,Mid,4,"Big Shades,Handlebars,Pipe,Stringy Hair",0,
480,7922,Female,9097,Albino,3,"Black Lipstick,Classic Shades,Mohawk",0,
481,7923,Male,356,Dark,4,"Buck Teeth,Earring,Mohawk Dark,Normal Beard Black",0,
482,7924,Female,5726,Mid,3,"Cap,Cigarette,Green Eye Shadow",0,
483,7925,Male,4292,Light,3,"Peak Spike,Small Shades,Smile",0,
484,7926,Male,4262,Mid,4,"Earring,Mohawk,Mustache,Smile",0,
485,7927,Male,8852,Light,3,"Cigarette,Classic Shades,Knitted Cap",0,
486,7928,Female,240,Mid,2,"Black Lipstick,Tiara",0,
487,7929,Female,2716,Light,4,"Clown Eyes Blue,Gold Chain,Hot Lipstick,Straight Hair",0,
488,7930,Female,2841,Mid,2,"Mole,Straight Hair",0,
489,7931,Male,6685,Dark,2,"Mohawk Thin,Mustache",0,
490,7932,Female,8904,Mid,3,"Knitted Cap,Nerd Glasses,Purple Lipstick",0,
491,7933,Male,4115,Mid,4,"3D Glasses,Clown Nose,Do-rag,Earring",0,
492,7934,Male,8617,Mid,3,"Classic Shades,Earring,Headband",0,
