,types,rarity,skin,total_traits,traits,total_hidden_traits,hidden_traits
7189,Male,6279,Dark,4,"3D Glasses,Do-rag,Earring,Normal Beard Black",0,
7190,Male,4371,Dark,4,"Bandana,Eye Patch,Mole,Smile",0,
7191,Ape,51,Ape,2,"Knitted Cap,Nerd Glasses",0,
7192,Male,6898,Albino,2,"Bandana,Normal Beard Black",0,
7193,Male,8130,Mid,2,"Cap,Clown Eyes Green",0,
7194,Male,9545,Mid,2,"Horned Rim Glasses,Wild Hair",0,
7195,Male,4138,Light,3,"Clown Nose,Earring,Peak Spike",0,
7196,Female,2021,Light,3,"Blonde Bob,Cigarette,Green Eye Shadow",0,
7197,Male,3427,Dark,4,"Earring,Gold Chain,Mohawk Thin,VR",0,
7198,Male,1908,Dark,4,"Classic Shades,Medical Mask,Smile,Vampire Hair",1,Smile
7199,Male,3485,Dark,2,"Medical Mask,Police Cap",0,
7200,Female,9557,Mid,3,"Black Lipstick,Mole,Wild Hair",0,
7201,Male,3910,Mid,4,"Cigarette,Normal Beard Black,Police Cap,Smile",1,Smile
7202,Male,6856,Mid,2,"Mohawk,Normal Beard Black",0,
7203,Male,1446,Mid,3,"Classic Shades,Cowboy Hat,Earring",0,
7204,Female,8404,Dark,3,"Clown Eyes Green,Frumpy Hair,Purple Lipstick",0,
7205,Male,4608,Dark,4,"Cap Forward,Earring,Front Beard,Horned Rim Glasses",0,
7206,Male,901,Light,2,"Fedora,Spots",0,
7207,Male,6266,Light,3,"Bandana,Chinstrap,Earring",0,
7208,Male,1872,Dark,3,"Big Beard,Mole,Stringy Hair",0,
7209,Male,6410,Light,2,"3D Glasses,Crazy Hair",0,
7210,Male,8775,Mid,3,"Crazy Hair,Mole,Nerd Glasses",0,
7211,Female,1494,Mid,4,"3D Glasses,Clown Nose,Earring,Straight Hair Blonde",1,Earring
7212,Female,3510,Dark,4,"Green Eye Shadow,Medical Mask,Mohawk Thin,Purple Lipstick",1,Lipstick
7213,Male,4887,Dark,3,"Big Shades,Hoodie,Normal Beard",0,
7214,Female,8566,Albino,2,"Clown Eyes Blue,Messy Hair",0,
7215,Male,3880,Dark,3,"Earring,Fedora,Shadow Beard",0,
7216,Female,1248,Dark,3,"Green Eye Shadow,Hot Lipstick,Wild White Hair",0,
7217,Male,4859,Albino,4,"Earring,Eye Patch,Hoodie,Mustache",1,Earring
7218,Female,9960,Albino,3,"Bandana,Cigarette,Mole",0,
7219,Female,111,Mid,4,"3D Glasses,Choker,Earring,Half Shaved",1,Earring
7220,Male,1804,Dark,2,"Big Beard,Do-rag",0,
7221,Male,1799,Dark,3,"Big Beard,Do-rag,Horned Rim Glasses",0,
7222,Male,8787,Mid,2,"Crazy Hair,Nerd Glasses",0,
7223,Male,830,Light,3,"Earring,Small Shades,Top Hat",0,
7224,Male,4240,Mid,3,"Mohawk,Smile,Vape",0,
7225,Male,9420,Light,3,"Earring,Frumpy Hair,Nerd Glasses",0,
7226,Male,4095,Mid,4,"Big Shades,Clown Nose,Front Beard Dark,Knitted Cap",0,
7227,Male,3922,Light,2,"Front Beard Dark,Police Cap",0,
7228,Female,4184,Light,3,"Black Lipstick,Clown Nose,Frumpy Hair",0,
7229,Female,1230,Mid,3,"Hot Lipstick,Purple Eye Shadow,Wild White Hair",0,
7230,Female,7141,Light,3,"Black Lipstick,Eye Mask,Mohawk Dark",0,
7231,Male,8720,Light,3,"Classic Shades,Crazy Hair,Mole",0,
7232,Male,7679,Dark,2,"Headband,Muttonchops",0,
7233,Male,4692,Albino,3,"Cap Forward,Earring,Muttonchops",0,
7234,Female,2007,Dark,4,"Earring,Green Eye Shadow,Half Shaved,Mole",1,Earring
7235,Male,4435,Light,1,Mustache,0,
7236,Male,3377,Light,4,"Earring,Gold Chain,Normal Beard Black,Police Cap",0,
7237,Female,3329,Albino,5,"Cigarette,Green Eye Shadow,Mohawk Dark,Mole,Purple Lipstick",0,
7238,Male,9131,Light,3,"Mohawk,Mole,Shadow Beard",0,
7239,Male,6295,Light,4,"Earring,Eye Mask,Luxurious Beard,Wild Hair",0,
7240,Male,2257,Light,3,"Cigarette,Shadow Beard,Vampire Hair",0,
7241,Male,7585,Albino,2,"Cigarette,Shaved Head",0,
7242,Male,5228,Light,3,"Do-rag,Frown,Nerd Glasses",0,
7243,Male,4895,Dark,2,"Eye Mask,Hoodie",0,
7244,Female,595,Light,4,"Clown Eyes Green,Earring,Pigtails,Pipe",0,
7245,Male,9614,Light,4,"Earring,Messy Hair,Regular Shades,Shadow Beard",0,
7246,Male,6730,Mid,2,"Bandana,Mustache",0,
7247,Male,6458,Light,3,"3D Glasses,Earring,Mohawk Thin",0,
7248,Female,6498,Light,3,"3D Glasses,Black Lipstick,Wild Hair",0,
7249,Male,1379,Dark,4,"Chinstrap,Cigarette,Cowboy Hat,Small Shades",0,
7250,Female,1985,Albino,3,"Blue Eye Shadow,Hot Lipstick,Red Mohawk",0,
7251,Male,7447,Dark,2,"Clown Eyes Green,Shaved Head",0,
7252,Zombie,512,Zombie,3,"Chinstrap,Crazy Hair,Earring",0,
7253,Male,5334,Dark,2,"Bandana,Frown",0,
7254,Male,8318,Mid,2,"Small Shades,Stringy Hair",0,
7255,Male,9940,Light,3,"Bandana,Earring,Nerd Glasses",0,
7256,Male,6264,Mid,3,"Bandana,Chinstrap,Nerd Glasses",0,
7257,Male,2860,Mid,5,"Earring,Goat,Messy Hair,Pipe,Silver Chain",0,
7258,Female,1332,Albino,2,"Hot Lipstick,Wild White Hair",0,
7259,Female,6428,Dark,2,"3D Glasses,Knitted Cap",0,
7260,Female,1242,Dark,3,"Blue Eye Shadow,Earring,Wild White Hair",1,Earring
7261,Male,70,Mid,3,"Beanie,Earring,Normal Beard",0,
7262,Male,3967,Dark,2,"3D Glasses,Police Cap",0,
7263,Male,3893,Dark,2,"Fedora,Horned Rim Glasses",0,
7264,Male,8615,Dark,3,"Classic Shades,Earring,Headband",0,
7265,Male,6003,Mid,3,"Front Beard,Frumpy Hair,Small Shades",0,
7266,Female,5708,Albino,3,"Blue Eye Shadow,Earring,Stringy Hair",0,
7267,Male,5877,Mid,3,"Big Shades,Cap,Vape",0,
7268,Male,6057,Light,3,"Front Beard,Frumpy Hair,Regular Shades",0,
7269,Female,1633,Light,3,"Classic Shades,Purple Lipstick,Wild Blonde",0,
7270,Male,5182,Dark,4,"Eye Patch,Front Beard,Frown,Knitted Cap",1,Frown
7271,Male,6262,Light,4,"Bandana,Chinstrap,Earring,Horned Rim Glasses",0,
7272,Female,1549,Light,3,"Green Eye Shadow,Hot Lipstick,Wild Blonde",0,
7273,Male,4251,Albino,3,"3D Glasses,Cap,Smile",0,
7274,Male,9399,Dark,3,"Earring,Frumpy Hair,Horned Rim Glasses",0,
7275,Male,3253,Mid,2,"Horned Rim Glasses,Purple Hair",0,
7276,Male,9694,Albino,2,"Messy Hair,Mole",0,
7277,Male,4276,Mid,4,"Cigarette,Do-rag,Regular Shades,Smile",0,
7278,Male,5526,Mid,3,"Clown Eyes Green,Crazy Hair,Handlebars",0,
7279,Male,4729,Light,2,"Cap Forward,Eye Patch",0,
7280,Male,6386,Light,3,"Classic Shades,Headband,Luxurious Beard",0,
7281,Male,8526,Dark,3,"Cigarette,Clown Eyes Blue,Mohawk Thin",0,
7282,Male,9528,Dark,3,"Big Shades,Cigarette,Wild Hair",0,
7283,Male,9185,Albino,3,"Big Shades,Earring,Mohawk",0,
7284,Male,7111,Light,4,"Earring,Eye Mask,Mohawk,Pipe",0,
7285,Male,4056,Mid,2,"Police Cap,Regular Shades",0,
7286,Male,2262,Dark,3,"Mole,Regular Shades,Vampire Hair",0,
7287,Male,4193,Albino,2,"Clown Nose,Wild Hair",0,
7288,Female,1308,Dark,2,"Horned Rim Glasses,Wild White Hair",0,
7289,Female,2769,Mid,2,"Eye Mask,Straight Hair",0,
7290,Male,6217,Light,4,"Chinstrap,Earring,Horned Rim Glasses,Mohawk",0,
7291,Female,3330,Mid,5,"Black Lipstick,Cigarette,Earring,Green Eye Shadow,Mohawk Thin",0,
7292,Female,1187,Dark,3,"Black Lipstick,Blonde Short,Earring",0,
7293,Male,3873,Light,3,"Classic Shades,Fedora,Mole",0,
7294,Male,3254,Mid,4,"Cigarette,Earring,Nerd Glasses,Purple Hair",1,Earring
7295,Female,1895,Dark,5,"Cigarette,Clown Eyes Blue,Mole,Purple Lipstick,Red Mohawk",0,
7296,Female,2811,Light,4,"Black Lipstick,Earring,Horned Rim Glasses,Straight Hair",1,Earring
7297,Male,1076,Light,2,"Mohawk,Rosy Cheeks",0,
7298,Male,1093,Mid,3,"Bandana,Regular Shades,Rosy Cheeks",0,
7299,Female,7919,Dark,3,"Bandana,Pipe,Purple Lipstick",0,
7300,Female,8699,Dark,3,"Cigarette,Earring,Headband",0,
7301,Female,3591,Mid,4,"Earring,Purple Eye Shadow,Purple Lipstick,Tassle Hat",1,Earring
7302,Male,5495,Light,4,"Cigarette,Handlebars,Horned Rim Glasses,Peak Spike",0,
7303,Male,6758,Mid,3,"Cigarette,Normal Beard Black,Peak Spike",0,
7304,Female,8590,Dark,4,"Bandana,Clown Eyes Blue,Mole,Purple Lipstick",0,
7305,Female,5754,Mid,3,"Earring,Green Eye Shadow,Knitted Cap",0,
7306,Female,2411,Dark,2,"Cigarette,Half Shaved",0,
7307,Male,9498,Light,3,"Horned Rim Glasses,Shadow Beard,Wild Hair",0,
7308,Male,6187,Mid,3,"Chinstrap,Earring,Headband",0,
7309,Male,9568,Mid,3,"Earring,Mole,Wild Hair",0,
7310,Male,6021,Dark,3,"Crazy Hair,Earring,Front Beard",0,
7311,Female,3633,Mid,3,"3D Glasses,Purple Lipstick,Tassle Hat",0,
7312,Male,6473,Mid,2,"Luxurious Beard,Mohawk",0,
7313,Male,7763,Light,2,"Muttonchops,Stringy Hair",0,
7314,Male,5239,Light,4,"Big Shades,Crazy Hair,Frown,Muttonchops",0,
7315,Male,9408,Light,2,"Frumpy Hair,Horned Rim Glasses",0,
7316,Male,1852,Dark,3,"Big Beard,Earring,Mohawk Thin",0,
7317,Male,7546,Light,3,"Earring,Horned Rim Glasses,Shaved Head",0,
7318,Male,3764,Light,3,"Earring,Fedora,Front Beard Dark",0,
7319,Male,6798,Albino,2,"Headband,Normal Beard Black",0,
7320,Male,4754,Dark,3,"Cap Forward,Cigarette,Horned Rim Glasses",0,
7321,Male,7023,Albino,3,"Earring,Mohawk,Normal Beard",0,
7322,Female,1689,Mid,2,"Nerd Glasses,Straight Hair Blonde",0,
7323,Male,7276,Dark,2,"Goat,Headband",0,
7324,Male,4601,Light,3,"Cap Forward,Cigarette,Handlebars",0,
7325,Female,2645,Dark,3,"Black Lipstick,Nerd Glasses,Straight Hair Dark",0,
7326,Female,3003,Dark,4,"Dark Hair,Earring,Green Eye Shadow,Mole",1,Earring
7327,Female,5728,Dark,2,"Cap,Green Eye Shadow",0,
7328,Male,3171,Light,3,"Classic Shades,Mustache,Purple Hair",0,
7329,Male,6895,Light,2,"Normal Beard Black,Stringy Hair",0,
7330,Male,5099,Light,3,"Big Shades,Front Beard Dark,Knitted Cap",0,
7331,Male,3265,Dark,5,"Earring,Frown,Gold Chain,Knitted Cap,Luxurious Beard",1,Frown
7332,Male,4242,Mid,4,"Classic Shades,Front Beard,Knitted Cap,Smile",1,Smile
7333,Female,8565,Light,3,"Cigarette,Clown Eyes Blue,Messy Hair",0,
7334,Male,3370,Light,5,"Bandana,Big Shades,Cigarette,Earring,Shadow Beard",0,
7335,Male,4327,Mid,3,"Eye Patch,Knitted Cap,Smile",0,
7336,Female,1160,Dark,3,"Blonde Short,Classic Shades,Earring",0,
7337,Zombie,519,Zombie,2,"Normal Beard Black,Peak Spike",0,
7338,Female,188,Light,3,"Earring,Hot Lipstick,Pilot Helmet",1,Earring
7339,Male,7250,Dark,4,"Cap,Clown Eyes Green,Earring,Goat",0,
7340,Male,2906,Light,3,"Mohawk,Normal Beard,Silver Chain",0,
7341,Male,2048,Light,3,"Clown Eyes Green,Front Beard,Vampire Hair",0,
7342,Female,121,Dark,3,"Choker,Dark Hair,Green Eye Shadow",0,
7343,Female,1594,Mid,3,"Black Lipstick,Clown Eyes Green,Straight Hair Blonde",0,
7344,Female,9231,Mid,3,"Earring,Mohawk,Nerd Glasses",0,
7345,Male,5248,Dark,3,"Earring,Frown,Peak Spike",0,
7346,Male,9901,Light,3,"Bandana,Cigarette,Regular Shades",0,
7347,Male,7154,Dark,3,"Earring,Eye Mask,Mohawk Thin",0,
7348,Female,2038,Albino,4,"Earring,Half Shaved,Purple Lipstick,Vape",1,Earring
7349,Male,6091,Dark,2,"Front Beard,Messy Hair",0,
7350,Male,4207,Dark,2,"Bandana,Clown Nose",0,
7351,Male,3766,Dark,2,"Fedora,Front Beard Dark",0,
7352,Female,420,Mid,3,"Black Lipstick,Red Mohawk,Welding Goggles",0,
7353,Male,6717,Mid,4,"Cigarette,Earring,Mustache,Stringy Hair",0,
7354,Female,2729,Dark,3,"Clown Nose,Earring,Straight Hair",1,Earring
7355,Male,8686,Mid,3,"Earring,Headband,Mole",0,
7356,Male,834,Mid,2,"Eye Patch,Top Hat",0,
7357,Male,6503,Dark,3,"3D Glasses,Cigarette,Wild Hair",0,
7358,Male,7159,Dark,2,"Eye Mask,Mohawk",0,
7359,Male,8731,Mid,2,"Classic Shades,Crazy Hair",0,
7360,Male,4911,Mid,3,"Classic Shades,Hoodie,Muttonchops",0,
7361,Male,6598,Albino,3,"Frumpy Hair,Mustache,Pipe",0,
7362,Female,3054,Albino,2,"Classic Shades,Dark Hair",0,
7363,Male,3306,Mid,5,"Cap Forward,Chinstrap,Cigarette,Earring,Horned Rim Glasses",0,
7364,Male,1790,Mid,3,"Big Beard,Shaved Head,Vape",0,
7365,Male,1468,Mid,3,"Cowboy Hat,Earring,Nerd Glasses",0,
7366,Female,1619,Mid,3,"Cigarette,Clown Eyes Blue,Straight Hair Blonde",0,
7367,Female,1506,Albino,3,"Hot Lipstick,Purple Eye Shadow,Wild Blonde",0,
7368,Male,3757,Mid,4,"Fedora,Front Beard Dark,Frown,Nerd Glasses",1,Frown
7369,Female,3014,Light,2,"3D Glasses,Dark Hair",0,
7370,Male,5851,Light,3,"Eye Mask,Headband,Vape",0,
7371,Female,2346,Light,3,"Black Lipstick,Earring,Red Mohawk",0,
7372,Male,5009,Mid,4,"3D Glasses,Earring,Front Beard Dark,Headband",0,
7373,Female,8483,Albino,2,"Clown Eyes Blue,Crazy Hair",0,
7374,Male,1411,Light,3,"Cowboy Hat,Earring,Normal Beard",0,
7375,Male,7102,Albino,3,"Eye Mask,Frumpy Hair,Muttonchops",0,
7376,Male,3883,Light,2,"Fedora,Shadow Beard",0,
7377,Male,7377,Light,3,"Do-rag,Eye Patch,Muttonchops",0,
7378,Female,1297,Light,3,"Purple Lipstick,Regular Shades,Wild White Hair",0,
7379,Male,4433,Dark,3,"Earring,Luxurious Beard,Small Shades",0,
7380,Female,2474,Light,3,"Black Lipstick,Blue Eye Shadow,Straight Hair Dark",0,
7381,Male,7900,Albino,2,"Pipe,Wild Hair",0,
7382,Male,8119,Dark,2,"Cap,Small Shades",0,
7383,Male,4571,Light,2,"Big Shades,Earring",0,
7384,Male,6308,Mid,4,"Classic Shades,Earring,Luxurious Beard,Shaved Head",0,
7385,Male,7496,Dark,3,"Big Shades,Shadow Beard,Shaved Head",0,
7386,Male,6783,Light,3,"Normal Beard Black,Small Shades,Wild Hair",0,
7387,Female,8873,Light,3,"Knitted Cap,Purple Lipstick,Regular Shades",0,
7388,Male,8276,Mid,3,"Mohawk Thin,Shadow Beard,Small Shades",0,
7389,Male,9654,Albino,2,"Big Shades,Messy Hair",0,
7390,Female,9195,Mid,3,"Earring,Horned Rim Glasses,Mohawk Thin",0,
7391,Female,4574,Dark,2,"Black Lipstick,Earring",0,
7392,Female,9825,Dark,3,"Black Lipstick,Earring,Stringy Hair",0,
7393,Male,7993,Dark,4,"Earring,Messy Hair,Shadow Beard,VR",0,
7394,Female,5828,Light,3,"Bandana,Green Eye Shadow,Hot Lipstick",0,
7395,Female,2584,Mid,3,"Clown Eyes Blue,Clown Hair Green,Earring",0,
7396,Male,1765,Light,2,"Big Beard,Clown Nose",0,
7397,Female,667,Dark,3,"Hot Lipstick,Pink With Hat,Purple Eye Shadow",0,
7398,Female,883,Light,3,"Clown Hair Green,Hot Lipstick,Spots",0,
7399,Male,8623,Dark,4,"Cigarette,Headband,Regular Shades,Shadow Beard",0,
7400,Male,4770,Mid,2,"Cap Forward,Nerd Glasses",0,
7401,Male,5278,Light,2,"Crazy Hair,Frown",0,
7402,Male,9060,Albino,2,"Cigarette,Mohawk Dark",0,
7403,Male,4817,Albino,3,"Hoodie,Vape,VR",0,
7404,Male,4686,Light,2,"Cap Forward,Goat",0,
7405,Male,7856,Mid,3,"Knitted Cap,Pipe,Shadow Beard",0,
7406,Male,7273,Dark,4,"Earring,Goat,Headband,Nerd Glasses",0,
7407,Male,82,Light,2,"Beanie,Classic Shades",0,
7408,Male,8619,Dark,2,"Classic Shades,Headband",0,
7409,Male,4725,Albino,2,"Cap Forward,Eye Patch",0,
7410,Male,4304,Albino,3,"Cap,Small Shades,Smile",0,
7411,Female,8520,Light,3,"Black Lipstick,Clown Eyes Blue,Mohawk",0,
7412,Female,2717,Light,2,"Gold Chain,Straight Hair",0,
7413,Female,1516,Light,2,"Purple Eye Shadow,Straight Hair Blonde",0,
7414,Male,4109,Light,4,"3D Glasses,Clown Nose,Mohawk,Vape",0,
7415,Female,2979,Dark,4,"Dark Hair,Earring,Green Eye Shadow,Medical Mask",1,Earring
7416,Male,6718,Light,3,"Cigarette,Mustache,Stringy Hair",0,
7417,Male,4898,Dark,3,"Goat,Hoodie,VR",0,
7418,Male,1968,Mid,3,"3D Glasses,Handlebars,Vampire Hair",0,
7419,Female,1957,Dark,3,"Earring,Purple Eye Shadow,Red Mohawk",0,
7420,Female,1011,Light,4,"Horned Rim Glasses,Purple Lipstick,Rosy Cheeks,Tassle Hat",0,
7421,Female,2840,Albino,3,"Cigarette,Mole,Straight Hair",0,
7422,Female,1663,Mid,3,"Horned Rim Glasses,Purple Lipstick,Straight Hair Blonde",0,
7423,Male,6344,Albino,2,"3D Glasses,Peak Spike",0,
7424,Male,5221,Light,3,"Do-rag,Frown,Small Shades",0,
7425,Male,4305,Albino,3,"Cap,Regular Shades,Smile",0,
7426,Female,598,Light,4,"Earring,Hot Lipstick,Pigtails,Pipe",0,
7427,Male,7278,Mid,2,"Goat,Headband",0,
7428,Male,6878,Dark,3,"Cigarette,Messy Hair,Normal Beard Black",0,
7429,Female,5716,Dark,3,"Bandana,Blue Eye Shadow,Purple Lipstick",0,
7430,Male,6906,Mid,3,"Do-rag,Normal Beard,VR",0,
7431,Male,4386,Mid,3,"Bandana,Mole,Smile",0,
7432,Female,3603,Mid,4,"Black Lipstick,Blue Eye Shadow,Earring,Tassle Hat",1,Earring
7433,Male,1445,Light,3,"Classic Shades,Cowboy Hat,Earring",0,
7434,Male,3431,Light,2,"Cap,Gold Chain",0,
7435,Male,5269,Mid,3,"Frown,Headband,Shadow Beard",0,
7436,Male,6477,Light,4,"Big Shades,Cigarette,Frumpy Hair,Luxurious Beard",0,
7437,Female,2046,Light,2,"Blonde Bob,Vape",0,
7438,Male,6018,Mid,2,"Front Beard,Headband",0,
7439,Female,1244,Light,2,"Blue Eye Shadow,Wild White Hair",0,
7440,Male,5281,Albino,3,"Frown,Knitted Cap,Shadow Beard",0,
7441,Female,8679,Albino,2,"Black Lipstick,Headband",0,
7442,Male,5285,Mid,3,"Frown,Horned Rim Glasses,Knitted Cap",0,
7443,Male,4205,Dark,3,"Bandana,Big Shades,Clown Nose",0,
7444,Male,6372,Dark,3,"Luxurious Beard,Mohawk,Small Shades",0,
7445,Female,1722,Light,3,"Cigarette,Hot Lipstick,Wild Blonde",0,
7446,Male,9473,Albino,2,"Eye Patch,Wild Hair",0,
7447,Female,5747,Mid,2,"Crazy Hair,Green Eye Shadow",0,
7448,Female,5646,Mid,2,"Blue Eye Shadow,Crazy Hair",0,
7449,Male,5018,Mid,4,"Cigarette,Do-rag,Front Beard Dark,Small Shades",0,
7450,Female,3448,Mid,4,"Cigarette,Gold Chain,Mohawk,Purple Lipstick",0,
7451,Male,7940,Albino,2,"Crazy Hair,VR",0,
7452,Male,6882,Light,2,"Messy Hair,Normal Beard Black",0,
7453,Male,6356,Dark,3,"Cap,Luxurious Beard,VR",0,
7454,Male,5976,Dark,2,"Front Beard,Shaved Head",0,
7455,Female,7848,Light,2,"Headband,Pipe",0,
7456,Female,2489,Dark,3,"Black Lipstick,Green Eye Shadow,Straight Hair Dark",0,
7457,Female,421,Mid,3,"Black Lipstick,Blonde Bob,Welding Goggles",0,
7458,Zombie,548,Zombie,3,"Knitted Cap,Regular Shades,Shadow Beard",0,
7459,Female,5342,Mid,3,"Cap,Earring,Purple Eye Shadow",0,
7460,Male,7155,Dark,3,"Earring,Eye Mask,Mohawk",0,
7461,Male,3504,Mid,3,"Handlebars,Medical Mask,Wild Hair",1,Handlebars
7462,Male,6121,Mid,3,"Chinstrap,Eye Mask,Mohawk Dark",0,
7463,Male,8701,Mid,3,"Cigarette,Earring,Headband",0,
7464,Female,5635,Light,4,"Blue Eye Shadow,Earring,Headband,Hot Lipstick",0,
7465,Female,1676,Mid,2,"Horned Rim Glasses,Straight Hair Blonde",0,
7466,Male,9616,Mid,3,"Messy Hair,Regular Shades,Shadow Beard",0,
7467,Male,4612,Mid,3,"Cap Forward,Cigarette,Front Beard",0,
7468,Male,4653,Light,3,"Big Shades,Cap Forward,Normal Beard Black",0,
7469,Female,3707,Mid,3,"Earring,Nerd Glasses,Tassle Hat",1,Earring
7470,Male,2191,Mid,3,"Clown Eyes Green,Earring,Vampire Hair",0,
7471,Male,1441,Mid,3,"Cowboy Hat,Eye Patch,Mole",0,
7472,Male,7019,Mid,3,"Big Shades,Mohawk Thin,Normal Beard",0,
7473,Female,2440,Mid,4,"Clown Eyes Green,Gold Chain,Hot Lipstick,Straight Hair Dark",0,
7474,Female,8678,Albino,3,"Black Lipstick,Earring,Headband",0,
7475,Female,3561,Albino,2,"Medical Mask,Mohawk Thin",0,
7476,Male,3557,Mid,2,"Medical Mask,Mohawk Dark",0,
7477,Male,4332,Light,3,"Big Shades,Knitted Cap,Smile",0,
7478,Male,2258,Light,3,"Earring,Shadow Beard,Vampire Hair",0,
7479,Male,6285,Dark,3,"3D Glasses,Bandana,Normal Beard Black",0,
7480,Male,3534,Light,3,"Classic Shades,Medical Mask,Peak Spike",0,
7481,Male,6004,Light,3,"Front Beard,Small Shades,Wild Hair",0,
7482,Female,1125,Light,2,"Blonde Short,Green Eye Shadow",0,
7483,Male,7906,Dark,4,"Earring,Messy Hair,Nerd Glasses,Pipe",0,
7484,Female,995,Dark,3,"Dark Hair,Hot Lipstick,Rosy Cheeks",0,
7485,Male,1345,Dark,3,"Cowboy Hat,Gold Chain,Shadow Beard",0,
7486,Female,9243,Dark,4,"Black Lipstick,Earring,Mohawk,Mole",0,
7487,Male,8863,Light,3,"Horned Rim Glasses,Knitted Cap,Shadow Beard",0,
7488,Male,6398,Light,3,"3D Glasses,Crazy Hair,Shadow Beard",0,
7489,Male,7735,Light,4,"Classic Shades,Earring,Messy Hair,Muttonchops",0,
7490,Male,5864,Mid,4,"Big Shades,Mole,Shaved Head,Vape",0,
7491,Male,6623,Albino,3,"Classic Shades,Headband,Mustache",0,
7492,Male,6031,Dark,2,"Front Beard,Knitted Cap",0,
7493,Female,5444,Mid,3,"Bandana,Mole,Purple Eye Shadow",0,
7494,Male,9551,Dark,2,"Nerd Glasses,Wild Hair",0,
7495,Female,2842,Dark,3,"Cigarette,Purple Lipstick,Straight Hair",0,
7496,Male,1003,Albino,5,"Clown Eyes Green,Earring,Frumpy Hair,Luxurious Beard,Rosy Cheeks",0,
7497,Female,5689,Light,2,"Blue Eye Shadow,Wild Hair",0,
7498,Female,7177,Light,2,"Eye Mask,Wild Hair",0,
7499,Female,5681,Light,2,"Blue Eye Shadow,Frumpy Hair",0,
7500,Female,7143,Mid,4,"Earring,Eye Mask,Hot Lipstick,Mohawk Dark",1,Earring
7501,Male,4888,Albino,3,"Cigarette,Hoodie,Normal Beard",0,
7502,Female,8597,Light,3,"Bandana,Clown Eyes Blue,Earring",0,
7503,Female,865,Mid,2,"Blonde Short,Spots",0,
7504,Male,4704,Light,2,"Cap Forward,VR",0,
7505,Male,6574,Light,4,"Do-rag,Earring,Eye Patch,Mustache",0,
7506,Female,9300,Dark,3,"Earring,Hot Lipstick,Mohawk",0,
7507,Male,4124,Mid,3,"Clown Nose,Messy Hair,Normal Beard Black",0,
7508,Male,7989,Mid,3,"Earring,VR,Wild Hair",0,
7509,Female,1977,Dark,3,"Black Lipstick,Blue Eye Shadow,Half Shaved",0,
7510,Male,4244,Dark,3,"Chinstrap,Mohawk,Smile",0,
7511,Female,8540,Mid,4,"Clown Eyes Blue,Earring,Frumpy Hair,Mole",1,Earring
7512,Female,9226,Albino,2,"Mohawk Thin,Nerd Glasses",0,
7513,Male,6045,Mid,3,"Big Shades,Front Beard,Mohawk Thin",0,
7514,Male,1873,Albino,3,"Big Beard,Cigarette,Stringy Hair",0,
7515,Female,1953,Light,3,"Blonde Bob,Cigarette,Purple Eye Shadow",0,
7516,Male,3758,Light,3,"3D Glasses,Fedora,Front Beard Dark",0,
7517,Male,4742,Dark,3,"Cap Forward,Cigarette,Shadow Beard",0,
7518,Male,7780,Mid,2,"Classic Shades,Peak Spike",0,
7519,Male,759,Mid,3,"Medical Mask,Shadow Beard,Top Hat",0,
7520,Female,2012,Light,3,"Blonde Bob,Green Eye Shadow,Purple Lipstick",0,
7521,Female,2675,Light,2,"Mole,Straight Hair Dark",0,
7522,Female,5947,Light,2,"Stringy Hair,Vape",0,
7523,Alien,11,Alien,3,"Earring,Knitted Cap,Medical Mask",0,
7524,Male,6075,Light,3,"Earring,Front Beard,Wild Hair",0,
7525,Male,2074,Dark,2,"Luxurious Beard,Vampire Hair",0,
7526,Male,3203,Dark,3,"Muttonchops,Nerd Glasses,Purple Hair",0,
7527,Male,7799,Dark,3,"Big Shades,Cigarette,Peak Spike",0,
7528,Female,2452,Dark,3,"Clown Nose,Earring,Straight Hair Dark",1,Earring
7529,Male,7639,Dark,3,"Cap,Clown Eyes Green,Muttonchops",0,
7530,Female,3399,Mid,3,"Gold Chain,Knitted Cap,Purple Eye Shadow",0,
7531,Male,5088,Light,4,"Crazy Hair,Earring,Front Beard Dark,Regular Shades",0,
7532,Female,7874,Dark,3,"Black Lipstick,Mohawk,Pipe",0,
7533,Male,8151,Dark,2,"Cap,Eye Patch",0,
7534,Female,8768,Mid,2,"Big Shades,Crazy Hair",0,
7535,Female,219,Albino,2,"Clown Eyes Green,Tiara",0,
7536,Male,6402,Mid,3,"Crazy Hair,Luxurious Beard,Mole",1,Mole
7537,Male,5972,Light,3,"Front Beard,Horned Rim Glasses,Shaved Head",0,
7538,Male,8312,Light,4,"Earring,Shadow Beard,Small Shades,Stringy Hair",0,
7539,Male,1040,Mid,3,"Normal Beard,Peak Spike,Rosy Cheeks",0,
7540,Male,5146,Light,3,"Classic Shades,Front Beard Dark,Messy Hair",0,
7541,Male,8627,Mid,3,"Big Shades,Headband,Shadow Beard",0,
7542,Male,4516,Mid,1,Horned Rim Glasses,0,
7543,Male,3824,Mid,4,"Earring,Fedora,Horned Rim Glasses,Normal Beard",0,
7544,Male,7185,Dark,2,"Eye Mask,Messy Hair",0,
7545,Female,9221,Dark,3,"Mohawk,Nerd Glasses,Purple Lipstick",0,
7546,Male,4044,Light,3,"Cigarette,Police Cap,Shadow Beard",0,
