,types,rarity,skin,total_traits,traits
8059,Male,3838,Light,2,"Fedora,Goat"
8060,Female,9918,Light,4,"Bandana,Big Shades,Cigarette,Earring"
8061,Male,3759,Dark,3,"Eye Mask,Fedora,Front Beard Dark"
8062,Male,7101,Light,3,"Eye Mask,Mohawk Dark,Muttonchops"
8063,Female,112,Dark,3,"Blonde Bob,Choker,Purple Lipstick"
8064,Male,3897,Light,3,"Cigarette,Fedora,Nerd Glasses"
8065,Male,1901,Light,4,"Earring,Gold Chain,Regular Shades,Vampire Hair"
8066,Female,291,Dark,3,"Classic Shades,Hot Lipstick,Orange Side"
8067,Male,7292,Light,3,"Goat,Knitted Cap,Mole"
8068,Male,6733,Dark,3,"Crazy Hair,Eye Mask,Normal Beard Black"
8069,Male,5522,Albino,3,"Frumpy Hair,Handlebars,Small Shades"
8070,Male,6340,Mid,3,"3D Glasses,Peak Spike,Shadow Beard"
8071,Male,1884,Dark,4,"Muttonchops,Nerd Glasses,Silver Chain,Vampire Hair"
8072,Male,3976,Mid,4,"Earring,Mustache,Nerd Glasses,Police Cap"
8073,Male,8182,Albino,3,"Cap,Cigarette,Horned Rim Glasses"
8074,Male,3856,Light,3,"Cigarette,Fedora,Small Shades"
8075,Male,8261,Mid,3,"Knitted Cap,Mole,Small Shades"
8076,Female,5724,Mid,3,"Cap,Green Eye Shadow,Pipe"
8077,Female,8143,Mid,3,"Cap,Eye Patch,Purple Lipstick"
8078,Male,7725,Dark,2,"Frumpy Hair,Muttonchops"
8079,Male,3298,Light,5,"Cigarette,Do-rag,Front Beard,Horned Rim Glasses,Smile,Hidden Smile"
8080,Male,9621,Dark,4,"Cigarette,Earring,Messy Hair,Shadow Beard"
8081,Male,4125,Light,3,"Clown Nose,Do-rag,Normal Beard"
8082,Male,1408,Light,3,"Cowboy Hat,Normal Beard,Regular Shades"
8083,Male,3145,Dark,3,"Front Beard,Mole,Purple Hair"
8084,Male,4453,Albino,2,"Clown Eyes Blue,Normal Beard"
8085,Male,1782,Dark,3,"Big Beard,Hoodie,Regular Shades"
8086,Male,5333,Dark,4,"Bandana,Cigarette,Frown,Horned Rim Glasses"
8087,Male,4181,Light,3,"Clown Nose,Frumpy Hair,Shadow Beard"
8088,Male,2962,Dark,2,"Silver Chain,Wild Hair"
8089,Female,2656,Dark,3,"Black Lipstick,Mole,Straight Hair Dark"
8090,Male,6661,Light,3,"Big Shades,Mohawk Dark,Mustache"
8091,Female,8879,Mid,2,"Knitted Cap,Regular Shades"
8092,Female,9344,Dark,3,"Cigarette,Eye Patch,Frumpy Hair"
8093,Male,5121,Mid,3,"Front Beard Dark,Horned Rim Glasses,Mohawk Thin"
8094,Female,1681,Dark,3,"Hot Lipstick,Nerd Glasses,Wild Blonde"
8095,Male,2224,Dark,3,"Eye Patch,Shadow Beard,Vampire Hair"
8096,Female,428,Light,2,"Half Shaved,Welding Goggles"
8097,Female,5675,Mid,3,"Black Lipstick,Blue Eye Shadow,Frumpy Hair"
8098,Male,6483,Mid,3,"Earring,Frumpy Hair,Luxurious Beard"
8099,Male,8118,Albino,2,"Cap,Small Shades"
8100,Male,791,Mid,2,"Chinstrap,Top Hat"
8101,Male,3316,Dark,5,"Chinstrap,Earring,Frown,Mole,Stringy Hair,Hidden Mole"
8102,Male,7985,Light,3,"Shadow Beard,VR,Wild Hair"
8103,Male,5061,Light,3,"Bandana,Front Beard Dark,VR"
8104,Male,6547,Light,2,"Luxurious Beard,Stringy Hair"
8105,Female,101,Light,4,"Black Lipstick,Choker,Pigtails,Rosy Cheeks"
8106,Male,5550,Mid,3,"Earring,Handlebars,Knitted Cap"
8107,Male,5329,Mid,3,"Earring,Frown,Stringy Hair"
8108,Male,6863,Mid,3,"Earring,Frumpy Hair,Normal Beard Black"
8109,Male,6087,Albino,3,"Cigarette,Front Beard,Messy Hair"
8110,Female,5381,Light,2,"Mohawk Dark,Purple Eye Shadow"
8111,Male,2154,Mid,2,"Vampire Hair,VR"
8112,Male,6956,Mid,4,"Cap,Mole,Nerd Glasses,Normal Beard,Hidden Mole"
8113,Male,7186,Light,2,"Eye Mask,Messy Hair"
8114,Male,7134,Mid,2,"Crazy Hair,Eye Mask"
8115,Female,7933,Dark,3,"Black Lipstick,Headband,VR"
8116,Male,7022,Mid,3,"Cigarette,Mohawk,Normal Beard"
8117,Male,1422,Dark,2,"Cowboy Hat,Muttonchops"
8118,Male,5027,Dark,3,"Big Shades,Do-rag,Front Beard Dark"
8119,Female,9390,Mid,3,"Black Lipstick,Frumpy Hair,Horned Rim Glasses"
8120,Male,4098,Albino,4,"Clown Nose,Front Beard,Frown,Stringy Hair,Hidden Frown"
8121,Male,6216,Albino,3,"Chinstrap,Horned Rim Glasses,Mohawk"
8122,Male,4564,Light,2,"Earring,Shadow Beard"
8123,Male,1798,Mid,3,"Big Beard,Do-rag,Small Shades"
8124,Male,1843,Light,3,"Big Beard,Eye Patch,Mohawk Dark"
8125,Male,6118,Mid,3,"3D Glasses,Chinstrap,Stringy Hair"
8126,Female,2183,Dark,3,"Clown Eyes Green,Purple Lipstick,Red Mohawk"
8127,Zombie,534,Zombie,1,Headband
8128,Female,1585,Mid,2,"VR,Wild Blonde"
8129,Male,6289,Light,3,"Do-rag,Eye Mask,Luxurious Beard"
8130,Male,2970,Light,3,"Nerd Glasses,Silver Chain,Stringy Hair"
8131,Male,6949,Mid,3,"Frumpy Hair,Normal Beard,VR"
8132,Male,5041,Light,3,"Clown Eyes Green,Front Beard Dark,Peak Spike"
8133,Female,8222,Albino,2,"Cap,Purple Lipstick"
8134,Female,743,Albino,2,"Hot Lipstick,Pink With Hat"
8135,Male,7569,Mid,3,"Earring,Nerd Glasses,Shaved Head"
8136,Male,5299,Mid,3,"Frown,Mohawk Thin,Nerd Glasses"
8137,Female,2325,Albino,2,"Half Shaved,Nerd Glasses"
8138,Male,4403,Light,3,"Earring,Handlebars,Small Shades"
8139,Male,2113,Light,3,"Earring,Goat,Vampire Hair"
8140,Female,2802,Light,3,"Cigarette,Classic Shades,Straight Hair"
8141,Female,1069,Light,2,"Mohawk Dark,Rosy Cheeks"
8142,Female,5771,Light,3,"Green Eye Shadow,Mohawk Thin,Purple Lipstick"
8143,Male,6267,Mid,3,"Bandana,Chinstrap,Earring"
8144,Male,9841,Mid,2,"Mole,Stringy Hair"
8145,Male,6538,Dark,3,"Classic Shades,Luxurious Beard,Stringy Hair"
8146,Male,95,Mid,2,"Beanie,Cigarette"
8147,Female,8806,Dark,3,"Cigarette,Crazy Hair,Purple Lipstick"
8148,Female,1114,Mid,2,"Blonde Short,Purple Eye Shadow"
8149,Female,1518,Mid,2,"Purple Eye Shadow,Straight Hair Blonde"
8150,Female,5821,Dark,2,"Green Eye Shadow,Stringy Hair"
8151,Male,5067,Mid,3,"Front Beard Dark,Headband,Small Shades"
8152,Male,25,Light,6,"Earring,Eye Patch,Gold Chain,Knitted Cap,Luxurious Beard,Smile,Hidden Smile"
8153,Male,4128,Mid,3,"Clown Nose,Goat,Stringy Hair"
8154,Female,5906,Light,2,"Knitted Cap,Vape"
8155,Male,3865,Mid,3,"Eye Patch,Fedora,Shadow Beard"
8156,Male,6122,Light,3,"Chinstrap,Eye Mask,Mohawk Thin"
8157,Male,6011,Dark,4,"Classic Shades,Earring,Front Beard,Headband"
8158,Male,5026,Light,4,"Big Shades,Cigarette,Do-rag,Front Beard Dark"
8159,Male,6794,Dark,3,"Headband,Horned Rim Glasses,Normal Beard Black"
8160,Male,6336,Light,3,"3D Glasses,Mohawk Dark,Muttonchops"
8161,Male,5464,Mid,3,"Do-rag,Handlebars,VR"
8162,Female,164,Albino,2,"Black Lipstick,Pilot Helmet"
8163,Male,6755,Mid,4,"Earring,Horned Rim Glasses,Normal Beard Black,Peak Spike"
8164,Female,1981,Dark,3,"Blue Eye Shadow,Half Shaved,Purple Lipstick"
8165,Male,5898,Albino,2,"Crazy Hair,Vape"
8166,Female,8649,Light,3,"Big Shades,Headband,Hot Lipstick"
8167,Female,944,Mid,3,"Clown Eyes Green,Crazy Hair,Spots"
8168,Female,2248,Dark,2,"Classic Shades,Red Mohawk"
8169,Female,1993,Albino,3,"Blue Eye Shadow,Earring,Red Mohawk"
8170,Male,6497,Dark,3,"Luxurious Beard,Nerd Glasses,Wild Hair"
8171,Male,5209,Albino,4,"Earring,Eye Mask,Frown,Knitted Cap"
8172,Female,8560,Light,4,"Clown Eyes Blue,Earring,Messy Hair,Purple Lipstick"
8173,Female,5433,Light,4,"Earring,Hot Lipstick,Purple Eye Shadow,Stringy Hair"
8174,Male,5298,Mid,3,"Big Shades,Frown,Mohawk"
8175,Male,7889,Albino,2,"Frumpy Hair,Pipe"
8176,Female,1028,Dark,3,"Green Eye Shadow,Mohawk Thin,Rosy Cheeks"
8177,Male,8537,Mid,2,"Clown Eyes Blue,Mohawk"
8178,Male,6189,Light,2,"Chinstrap,Headband"
8179,Male,5178,Light,4,"Frown,Headband,Luxurious Beard,Vape,Hidden Frown"
8180,Male,8290,Dark,3,"Frumpy Hair,Shadow Beard,Small Shades"
8181,Male,842,Mid,3,"Earring,Shadow Beard,Top Hat"
8182,Male,4102,Mid,3,"Cap,Clown Nose,Handlebars"
8183,Female,1710,Albino,3,"Earring,Purple Lipstick,Straight Hair Blonde,Hidden Earring"
8184,Female,2129,Dark,3,"Big Shades,Blonde Bob,Pipe"
8185,Male,9637,Dark,2,"Messy Hair,Regular Shades"
8186,Male,968,Dark,3,"Shadow Beard,Spots,Wild Hair"
8187,Female,3278,Mid,5,"Cigarette,Earring,Hot Lipstick,Tassle Hat,VR,Hidden Earring"
8188,Male,1407,Mid,3,"Cowboy Hat,Normal Beard,Small Shades"
8189,Male,6964,Mid,3,"Messy Hair,Normal Beard,Small Shades"
8190,Female,1978,Mid,3,"Black Lipstick,Blue Eye Shadow,Red Mohawk"
8191,Male,755,Dark,5,"3D Glasses,Frown,Mole,Normal Beard Black,Top Hat,Hidden Mole,Hidden Frown"
8192,Male,5519,Dark,3,"Handlebars,Headband,Small Shades"
8193,Female,1170,Mid,3,"Big Shades,Black Lipstick,Blonde Short"
8194,Female,1891,Light,5,"Blonde Bob,Earring,Gold Chain,Purple Eye Shadow,Purple Lipstick,Hidden Earring"
8195,Male,921,Light,4,"Crazy Hair,Earring,Front Beard,Spots"
8196,Female,5633,Light,2,"Blue Eye Shadow,Cap"
8197,Male,5453,Light,4,"Earring,Handlebars,Mohawk,Vape"
8198,Male,6017,Light,2,"Front Beard,Headband"
8199,Male,7687,Dark,3,"Eye Patch,Knitted Cap,Muttonchops"
8200,Male,3804,Dark,4,"Cigarette,Eye Mask,Fedora,Mustache"
8201,Female,5625,Dark,4,"Blue Eye Shadow,Earring,Vape,Wild Hair,Hidden Earring"
8202,Male,903,Dark,2,"Police Cap,Spots"
8203,Female,2733,Light,3,"Mole,Purple Eye Shadow,Straight Hair"
8204,Male,5539,Mid,3,"Crazy Hair,Eye Patch,Handlebars"
8205,Male,6085,Mid,3,"Big Shades,Front Beard,Messy Hair"
8206,Female,3580,Light,2,"Medical Mask,Stringy Hair"
8207,Male,5840,Dark,3,"3D Glasses,Messy Hair,Vape"
8208,Male,7268,Mid,3,"Clown Eyes Blue,Goat,Mohawk Dark"
8209,Female,9754,Dark,2,"Bandana,Eye Patch"
8210,Male,1838,Light,2,"Big Beard,Crazy Hair"
8211,Male,8221,Mid,2,"Cap,Mole"
8212,Male,7275,Mid,3,"Earring,Goat,Headband"
8213,Male,5287,Dark,2,"Frown,Knitted Cap"
8214,Male,6318,Albino,2,"Do-rag,Luxurious Beard"
8215,Male,6172,Light,3,"Chinstrap,Mohawk Thin,Small Shades"
8216,Male,2053,Light,3,"Chinstrap,Small Shades,Vampire Hair"
8217,Female,442,Light,4,"Clown Nose,Crazy Hair,Purple Lipstick,Welding Goggles"
8218,Female,3675,Dark,3,"Black Lipstick,Eye Patch,Tassle Hat"
8219,Ape,44,Ape,1,Knitted Cap
8220,Female,3628,Light,4,"Eye Mask,Hot Lipstick,Tassle Hat,Vape"
8221,Female,6469,Mid,2,"3D Glasses,Mohawk"
8222,Male,3344,Mid,5,"3D Glasses,Cigarette,Earring,Luxurious Beard,Peak Spike"
8223,Male,3812,Light,2,"Fedora,Mustache"
8224,Female,9554,Mid,2,"Nerd Glasses,Wild Hair"
8225,Male,1770,Mid,3,"3D Glasses,Big Beard,Cap Forward"
8226,Male,3836,Mid,3,"Earring,Fedora,Goat"
8227,Male,8257,Light,2,"Crazy Hair,Small Shades"
8228,Female,1512,Mid,3,"Earring,Purple Eye Shadow,Wild Blonde"
8229,Female,5739,Light,4,"Black Lipstick,Crazy Hair,Earring,Green Eye Shadow"
8230,Female,266,Mid,3,"Blue Eye Shadow,Orange Side,Purple Lipstick"
8231,Male,4269,Dark,3,"Eye Mask,Messy Hair,Smile"
8232,Male,6761,Dark,2,"Normal Beard Black,Peak Spike"
8233,Male,7249,Mid,3,"Cap,Goat,Small Shades"
8234,Male,7576,Dark,4,"Cigarette,Do-rag,Earring,Mole"
8235,Female,2245,Light,3,"Classic Shades,Earring,Red Mohawk"
8236,Male,8262,Light,4,"Cigarette,Earring,Knitted Cap,Small Shades"
8237,Male,2259,Dark,2,"Shadow Beard,Vampire Hair"
8238,Male,5924,Dark,2,"Mohawk Thin,Vape"
8239,Female,7115,Mid,4,"Bandana,Black Lipstick,Eye Mask,Pipe"
8240,Female,9228,Dark,3,"Earring,Mohawk,Nerd Glasses"
8241,Female,230,Dark,4,"Black Lipstick,Mole,Regular Shades,Tiara"
8242,Male,3442,Light,4,"Earring,Eye Patch,Gold Chain,Mohawk Dark"
8243,Female,579,Light,3,"Blue Eye Shadow,Earring,Pigtails"
8244,Male,4298,Dark,3,"Earring,Peak Spike,Smile"
8245,Male,7767,Light,3,"Bandana,Muttonchops,Regular Shades"
8246,Male,7400,Dark,3,"Horned Rim Glasses,Pipe,Shaved Head"
8247,Male,5554,Dark,4,"Earring,Handlebars,Mohawk Dark,Regular Shades"
8248,Female,3291,Mid,5,"Black Lipstick,Blue Eye Shadow,Clown Nose,Earring,Frumpy Hair,Hidden Earring"
8249,Female,5443,Mid,3,"Bandana,Black Lipstick,Purple Eye Shadow"
8250,Male,2592,Light,3,"Cigarette,Clown Hair Green,Eye Patch"
8251,Female,158,Light,2,"Pilot Helmet,Pipe"
8252,Female,8828,Mid,2,"Cigarette,Crazy Hair"
8253,Male,1413,Mid,2,"Cowboy Hat,Normal Beard"
8254,Female,1500,Mid,3,"Mole,Purple Eye Shadow,Wild Blonde"
8255,Female,1660,Mid,3,"Big Shades,Mole,Straight Hair Blonde"
8256,Male,9133,Light,4,"Cigarette,Earring,Mohawk,Shadow Beard"
8257,Male,6417,Light,3,"Knitted Cap,Luxurious Beard,Regular Shades"
8258,Male,1776,Mid,4,"Big Beard,Cap Forward,Earring,Nerd Glasses"
8259,Male,3776,Mid,3,"Fedora,Handlebars,Horned Rim Glasses"
8260,Female,238,Light,3,"Black Lipstick,Earring,Tiara"
8261,Female,2371,Light,3,"Cigarette,Purple Lipstick,Red Mohawk"
8262,Male,4281,Dark,3,"Earring,Shaved Head,Smile"
8263,Female,1018,Light,2,"Earring,Rosy Cheeks"
8264,Male,8713,Albino,3,"Crazy Hair,Earring,Eye Patch"
8265,Female,626,Mid,4,"Big Shades,Earring,Pigtails,Purple Lipstick"
8266,Male,6676,Mid,3,"Mohawk Thin,Mustache,Regular Shades"
8267,Female,1629,Albino,2,"Eye Patch,Wild Blonde"
8268,Female,2649,Light,3,"Clown Hair Green,Hot Lipstick,Nerd Glasses"
8269,Female,2407,Dark,3,"Cigarette,Earring,Red Mohawk"
8270,Male,7834,Light,3,"Cap,Nerd Glasses,Pipe"
8271,Female,5826,Mid,3,"Bandana,Green Eye Shadow,Purple Lipstick"
8272,Male,6188,Dark,2,"Chinstrap,Headband"
8273,Male,7287,Mid,2,"Crazy Hair,Goat"
8274,Male,6119,Albino,3,"Cap,Chinstrap,Eye Mask"
8275,Female,5795,Albino,2,"Frumpy Hair,Green Eye Shadow"
8276,Female,1480,Dark,3,"Earring,Silver Chain,Wild Blonde"
8277,Male,4937,Dark,3,"Hoodie,Mole,Small Shades"
8278,Male,6156,Mid,3,"Cap,Chinstrap,VR"
8279,Female,1958,Dark,3,"Earring,Half Shaved,Purple Eye Shadow,Hidden Earring"
8280,Male,6789,Light,4,"Bandana,Cigarette,Clown Eyes Blue,Normal Beard Black"
8281,Male,7217,Light,3,"Do-rag,Goat,Nerd Glasses"
8282,Female,1291,Mid,3,"Classic Shades,Purple Lipstick,Wild White Hair"
8283,Male,7705,Light,3,"Eye Patch,Mohawk Thin,Muttonchops"
8284,Female,6456,Dark,3,"3D Glasses,Earring,Mohawk"
8285,Male,7005,Dark,3,"Cigarette,Mohawk Dark,Normal Beard"
8286,Female,6393,Light,2,"3D Glasses,Headband"
8287,Female,2745,Dark,4,"Blue Eye Shadow,Cigarette,Hot Lipstick,Straight Hair"
8288,Male,7230,Dark,3,"Classic Shades,Goat,Peak Spike"
8289,Male,2110,Mid,4,"Big Shades,Cigarette,Goat,Vampire Hair"
8290,Female,1265,Light,3,"Mole,VR,Wild White Hair,Hidden Mole"
8291,Male,9001,Dark,3,"Earring,Horned Rim Glasses,Mohawk Dark"
8292,Male,5537,Light,2,"Handlebars,Headband"
8293,Female,1726,Albino,2,"Hot Lipstick,Wild Blonde"
8294,Male,7855,Dark,3,"Classic Shades,Knitted Cap,Pipe"
8295,Male,6516,Light,3,"Classic Shades,Luxurious Beard,Messy Hair"
8296,Female,3088,Albino,2,"Black Lipstick,Dark Hair"
8297,Male,4627,Dark,2,"Cap Forward,Chinstrap"
8298,Female,5737,Light,4,"Black Lipstick,Cigarette,Crazy Hair,Green Eye Shadow"
8299,Female,122,Light,2,"Choker,Dark Hair"
8300,Female,3694,Dark,3,"Horned Rim Glasses,Hot Lipstick,Tassle Hat"
8301,Male,4213,Mid,3,"Earring,Eye Patch,Smile"
8302,Male,4600,Light,4,"Big Shades,Cap Forward,Earring,Handlebars"
8303,Male,3826,Light,3,"Fedora,Nerd Glasses,Normal Beard"
8304,Male,3144,Light,3,"Front Beard,Horned Rim Glasses,Purple Hair"
8305,Male,4089,Mid,4,"3D Glasses,Cigarette,Clown Nose,Hoodie"
8306,Male,7521,Albino,2,"Do-rag,Regular Shades"
8307,Zombie,518,Zombie,2,"Mustache,Stringy Hair"
8308,Female,8881,Dark,3,"Black Lipstick,Horned Rim Glasses,Knitted Cap"
8309,Female,8896,Light,2,"Big Shades,Knitted Cap"
8310,Female,9751,Dark,3,"Bandana,Earring,Eye Patch"
8311,Male,6396,Mid,2,"3D Glasses,Headband"
8312,Male,3131,Dark,3,"Earring,Frown,Purple Hair,Hidden Earring"
8313,Male,821,Dark,3,"Cigarette,Muttonchops,Top Hat"
8314,Female,4174,Mid,3,"Clown Nose,Earring,Mohawk Thin"
8315,Male,7836,Albino,3,"Cap,Earring,Pipe"
8316,Female,1991,Light,3,"Blue Eye Shadow,Cigarette,Half Shaved"
8317,Male,1385,Light,3,"Classic Shades,Cowboy Hat,Luxurious Beard"
8318,Male,5624,Mid,2,"Bandana,Handlebars"
8319,Male,6201,Dark,3,"Chinstrap,Earring,Knitted Cap"
8320,Female,1008,Dark,3,"Gold Chain,Rosy Cheeks,Tassle Hat"
8321,Female,1118,Mid,2,"Blonde Short,Blue Eye Shadow"
8322,Male,6097,Light,3,"Front Beard,Regular Shades,Stringy Hair"
8323,Female,4183,Light,4,"Clown Nose,Frumpy Hair,Nerd Glasses,Purple Lipstick"
8324,Male,6453,Mid,3,"Luxurious Beard,Mohawk Thin,Nerd Glasses"
8325,Male,325,Dark,3,"Buck Teeth,Clown Hair Green,Earring"
8326,Female,5766,Light,4,"Black Lipstick,Earring,Green Eye Shadow,Mohawk Thin"
8327,Male,7290,Mid,3,"Big Shades,Goat,Knitted Cap"
8328,Male,3394,Dark,3,"Cigarette,Gold Chain,Hoodie"
8329,Male,7903,Mid,2,"Pipe,Wild Hair"
8330,Female,5912,Light,3,"Mohawk Dark,Purple Lipstick,Vape"
8331,Female,9904,Dark,3,"Bandana,Earring,Regular Shades"
8332,Male,7236,Mid,3,"Earring,Goat,Peak Spike"
8333,Male,7984,Mid,2,"Frumpy Hair,VR"
8334,Male,3844,Albino,3,"Classic Shades,Fedora,Muttonchops"
8335,Male,6724,Mid,3,"Bandana,Horned Rim Glasses,Mustache"
8336,Male,8558,Light,2,"Clown Eyes Blue,Wild Hair"
8337,Male,4308,Light,3,"Crazy Hair,Small Shades,Smile"
8338,Male,5902,Albino,3,"Big Shades,Knitted Cap,Vape"
8339,Male,9963,Mid,3,"Bandana,Earring,Mole"
8340,Male,7241,Mid,3,"Goat,Mohawk,Pipe"
8341,Male,7388,Dark,3,"Earring,Muttonchops,Shaved Head"
8342,Male,2891,Light,3,"Front Beard,Knitted Cap,Silver Chain"
8343,Male,7655,Light,4,"Cigarette,Messy Hair,Muttonchops,Small Shades"
8344,Male,2531,Albino,4,"Big Shades,Clown Hair Green,Earring,Normal Beard Black"
8345,Female,2006,Mid,3,"Black Lipstick,Green Eye Shadow,Half Shaved"
8346,Male,4312,Dark,4,"Cigarette,Clown Eyes Blue,Knitted Cap,Smile"
8347,Female,2420,Albino,2,"Earring,Red Mohawk"
8348,Male,1,Mid,7,"Big Beard,Buck Teeth,Cigarette,Classic Shades,Earring,Mole,Top Hat"
8349,Female,446,Dark,3,"Crazy Hair,Purple Lipstick,Welding Goggles"
8350,Female,173,Albino,2,"Mole,Pilot Helmet"
8351,Female,9269,Dark,3,"Earring,Mohawk,Mole"
8352,Female,5631,Dark,3,"Blue Eye Shadow,Cap,Earring"
8353,Male,6404,Mid,3,"Cigarette,Crazy Hair,Luxurious Beard"
8354,Female,2997,Dark,3,"Blue Eye Shadow,Dark Hair,Hot Lipstick"
8355,Male,9309,Albino,2,"Cigarette,Mohawk"
8356,Female,9024,Mid,2,"Mohawk Dark,Nerd Glasses"
8357,Male,1919,Light,4,"Clown Nose,Earring,Front Beard,Vampire Hair"
8358,Male,9604,Mid,2,"Eye Patch,Messy Hair"
8359,Male,4791,Mid,3,"Big Shades,Front Beard Dark,Hoodie"
8360,Female,3403,Dark,3,"Gold Chain,Green Eye Shadow,Stringy Hair"
8361,Male,4005,Dark,3,"Classic Shades,Muttonchops,Police Cap"
8362,Male,4370,Albino,2,"Messy Hair,Smile"
8363,Female,2783,Light,3,"Clown Eyes Green,Hot Lipstick,Straight Hair"
8364,Female,476,Dark,3,"Purple Lipstick,Stringy Hair,Welding Goggles"
8365,Female,1260,Dark,3,"3D Glasses,Cigarette,Wild White Hair"
8366,Male,7456,Light,3,"Eye Patch,Shadow Beard,Shaved Head"
8367,Male,8840,Mid,3,"Cigarette,Eye Patch,Knitted Cap"
8368,Male,2521,Albino,3,"3D Glasses,Clown Hair Green,Earring"
8369,Male,4230,Dark,3,"Earring,Hoodie,Smile,Hidden Earring"
8370,Male,4426,Dark,2,"Chinstrap,Regular Shades"
8371,Male,4436,Mid,1,Mustache
8372,Male,6257,Dark,3,"Big Shades,Chinstrap,Stringy Hair"
8373,Male,4353,Dark,2,"Mohawk Thin,Smile"
8374,Female,1616,Light,4,"Clown Eyes Blue,Earring,Purple Lipstick,Wild Blonde"
8375,Male,9162,Light,3,"Earring,Mohawk Thin,Regular Shades"
8376,Female,8666,Light,4,"Black Lipstick,Earring,Headband,Nerd Glasses"
8377,Male,6303,Dark,3,"Do-rag,Luxurious Beard,Small Shades"
8378,Male,4169,Mid,3,"Clown Nose,Horned Rim Glasses,Mohawk"
8379,Male,5463,Light,3,"Eye Mask,Handlebars,Stringy Hair"
8380,Male,4489,Dark,2,"Earring,VR"
8381,Male,7773,Mid,2,"Bandana,Muttonchops"
8382,Male,8779,Light,3,"Cigarette,Crazy Hair,Nerd Glasses"
8383,Male,7306,Mid,3,"Eye Patch,Goat,Mohawk Thin"
8384,Male,964,Mid,2,"Mohawk Thin,Spots"
8385,Male,2888,Light,4,"Frown,Frumpy Hair,Mole,Silver Chain"
8386,Zombie,544,Zombie,2,"Classic Shades,Crazy Hair"
8387,Female,2180,Light,4,"Blonde Bob,Clown Eyes Green,Earring,Purple Lipstick,Hidden Earring"
8388,Male,7013,Mid,3,"Classic Shades,Mohawk,Normal Beard"
8389,Male,4591,Dark,3,"Cap Forward,Frown,Mustache"
8390,Male,5215,Albino,4,"Frown,Goat,Nerd Glasses,Stringy Hair"
8391,Male,8901,Mid,2,"Big Shades,Knitted Cap"
8392,Female,300,Light,2,"Black Lipstick,Orange Side"
8393,Male,4324,Mid,3,"Cigarette,Crazy Hair,Smile"
8394,Female,2287,Dark,3,"Big Shades,Blonde Bob,Purple Lipstick"
8395,Male,1748,Mid,3,"Big Beard,Shaved Head,Silver Chain"
8396,Male,9838,Dark,2,"Mole,Stringy Hair"
8397,Female,2676,Mid,2,"Mole,Straight Hair Dark"
8398,Male,5488,Light,3,"Handlebars,Peak Spike,Pipe"
8399,Female,5399,Mid,4,"Black Lipstick,Earring,Frumpy Hair,Purple Eye Shadow,Hidden Earring"
8400,Female,3473,Albino,4,"Bandana,Big Shades,Gold Chain,Hot Lipstick"
8401,Male,5461,Light,3,"3D Glasses,Bandana,Handlebars"
8402,Male,1341,Light,3,"Big Beard,Cowboy Hat,Eye Mask"
8403,Male,4505,Light,1,Classic Shades
8404,Male,4816,Mid,3,"Goat,Hoodie,Vape"
8405,Female,3698,Light,3,"Big Shades,Cigarette,Tassle Hat"
8406,Female,8692,Mid,3,"Earring,Headband,Purple Lipstick"
8407,Male,3819,Light,4,"Cigarette,Fedora,Normal Beard,VR"
8408,Male,7698,Mid,3,"Cigarette,Mohawk Dark,Muttonchops"
8409,Male,7376,Dark,3,"Eye Patch,Muttonchops,Shaved Head"
8410,Male,1375,Dark,3,"Cowboy Hat,Earring,Front Beard"
8411,Female,2575,Light,2,"Clown Eyes Green,Clown Hair Green"
8412,Male,5837,Light,4,"Chinstrap,Nerd Glasses,Vape,Wild Hair"
8413,Male,3756,Dark,2,"Fedora,Smile"
8414,Female,1711,Albino,2,"Purple Lipstick,Wild Blonde"
8415,Male,8452,Light,2,"Clown Eyes Green,Stringy Hair"
8416,Female,3607,Light,4,"Blue Eye Shadow,Earring,Purple Lipstick,Tassle Hat,Hidden Earring"
8417,Female,1322,Albino,2,"Mole,Wild White Hair"
8418,Female,2015,Albino,3,"Green Eye Shadow,Half Shaved,Hot Lipstick"
8419,Female,1196,Light,2,"Blonde Short,Mole"
8420,Female,249,Mid,2,"Cigarette,Tiara"
8421,Female,9511,Albino,3,"Purple Lipstick,Regular Shades,Wild Hair"
8422,Male,7713,Light,4,"Cigarette,Earring,Mohawk,Muttonchops"
8423,Male,6818,Light,3,"Earring,Knitted Cap,Normal Beard Black"
8424,Female,8603,Mid,2,"Bandana,Clown Eyes Blue"
8425,Female,5383,Light,4,"Black Lipstick,Earring,Mohawk Thin,Purple Eye Shadow"
8426,Female,412,Light,3,"Purple Lipstick,Welding Goggles,Wild Blonde"
8427,Male,6754,Dark,4,"Earring,Eye Patch,Normal Beard Black,Peak Spike"
8428,Female,1152,Dark,3,"Blonde Short,Clown Eyes Blue,Earring"
8429,Male,6886,Albino,3,"Horned Rim Glasses,Normal Beard Black,Stringy Hair"
8430,Male,5264,Light,3,"Frown,Mohawk Dark,Small Shades"
8431,Female,1923,Light,3,"Blonde Bob,Clown Nose,Purple Lipstick"
8432,Male,3305,Mid,5,"Cigarette,Earring,Eye Patch,Mole,Shadow Beard"
8433,Male,9100,Light,3,"Classic Shades,Mohawk Thin,Mole"
8434,Female,2535,Light,3,"Eye Mask,Purple Lipstick,Straight Hair Dark"
8435,Male,9019,Albino,2,"Mohawk Dark,Nerd Glasses"
